"flatBoolConstraints","Average stack size (kbytes)","peakMem","boolVariables","method","backjumps","flatBoolVars","floatVariables","flatSetVars","Maximum resident set size (kbytes)","setVariables","evaluatedHalfReifiedConstraints","flatFloatConstraints","intVariables","File system inputs","failures","Elapsed (wall clock) time (h:mm:ss or m:ss)","problem","flatFloatVars","Signals delivered","File system outputs","evaluatedReifiedConstraints","nodes","compileTime","Average unshared data size (kbytes)","Major (requiring I/O) page faults","Involuntary context switches","propagators","Exit status","Swaps","Average total size (kbytes)","restarts","User time (seconds)","peakDepth","nogoods","Average shared text size (kbytes)","Minor (reclaiming a frame) page faults","Socket messages received","iteration","flatIntVars","Average resident set size (kbytes)","Socket messages sent","status","initTime","data_file","System time (seconds)","paths","flatTime","flatIntConstraints","eliminatedLinearConstraints","Voluntary context switches","variables","solveTime","propagations","Page size (bytes)","model","Percent of CPU this job got","Command being timed","flatSetConstraints","eliminatedImplications"
"","0","","","minimize","","3238","","","81256","","","","","5784","","0:00.69","freepizza","","0","10952","39340","","0:00:00.048559","0","24","11","","0","0","0","","0.55","","","0","20732","0","1","3429","0","0","","","freepizza/pizza39.dzn","0.10","","0:00:00.226440","42595","","121","","","","4096","freepizza/freepizza.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza39.dzn""","",""
"","0","","","minimize","","3238","","","81388","","","","","0","","0:00.66","freepizza","","0","10952","39340","","0:00:00.048559","0","0","10","","0","0","0","","0.53","","","0","20745","0","2","3429","0","0","","","freepizza/pizza39.dzn","0.11","","0:00:00.223125","42595","","106","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza39.dzn""","",""
"","0","","","minimize","","3238","","","81304","","","","","0","","0:00.66","freepizza","","0","10952","39340","","0:00:00.048559","0","0","12","","0","0","0","","0.56","","","0","20744","0","3","3429","0","0","","","freepizza/pizza39.dzn","0.08","","0:00:00.223869","42595","","140","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza39.dzn""","",""
"","0","","","minimize","","3238","","","81232","","","","","0","","0:00.67","freepizza","","0","10952","39340","","0:00:00.048559","0","0","11","","0","0","0","","0.52","","","0","20744","0","4","3429","0","0","","","freepizza/pizza39.dzn","0.13","","0:00:00.224108","42595","","146","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza39.dzn""","",""
"","0","","","minimize","","3238","","","81284","","","","","0","","0:00.66","freepizza","","0","10952","39340","","0:00:00.048559","0","0","11","","0","0","0","","0.49","","","0","20745","0","5","3429","0","0","","","freepizza/pizza39.dzn","0.15","","0:00:00.221937","42595","","104","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza39.dzn""","",""
"","0","","","minimize","","3238","","","81332","","","","","0","","0:00.68","freepizza","","0","10952","39340","","0:00:00.048559","0","0","13","","0","0","0","","0.54","","","0","20745","0","6","3429","0","0","","","freepizza/pizza39.dzn","0.12","","0:00:00.222744","42595","","106","","","","4096","freepizza/freepizza.mzn","98%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza39.dzn""","",""
"","0","","","minimize","","3238","","","81184","","","","","0","","0:00.66","freepizza","","0","10952","39340","","0:00:00.048559","0","0","12","","0","0","0","","0.53","","","0","20743","0","7","3429","0","0","","","freepizza/pizza39.dzn","0.11","","0:00:00.221728","42595","","143","","","","4096","freepizza/freepizza.mzn","98%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza39.dzn""","",""
"","0","","","minimize","","3238","","","81096","","","","","0","","0:00.66","freepizza","","0","10952","39340","","0:00:00.048559","0","0","8","","0","0","0","","0.54","","","0","20741","0","8","3429","0","0","","","freepizza/pizza39.dzn","0.10","","0:00:00.223789","42595","","95","","","","4096","freepizza/freepizza.mzn","98%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza39.dzn""","",""
"","0","","","minimize","","3238","","","81312","","","","","0","","0:00.66","freepizza","","0","10952","39340","","0:00:00.048559","0","0","12","","0","0","0","","0.57","","","0","20745","0","9","3429","0","0","","","freepizza/pizza39.dzn","0.08","","0:00:00.223643","42595","","105","","","","4096","freepizza/freepizza.mzn","98%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza39.dzn""","",""
"","0","","","minimize","","3238","","","81280","","","","","0","","0:00.67","freepizza","","0","10952","39340","","0:00:00.048559","0","0","14","","0","0","0","","0.57","","","0","20745","0","10","3429","0","0","","","freepizza/pizza39.dzn","0.08","","0:00:00.222096","42595","","145","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza39.dzn""","",""
"","0","","","minimize","","3007","","","89452","","","","","8","","0:00.72","freepizza","","0","11792","43011","","0:00:00.048559","0","0","11","","0","0","0","","0.62","","","0","22700","0","1","3208","0","0","","","freepizza/pizza78.dzn","0.08","","0:00:00.244801","46033","","156","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza78.dzn""","",""
"","0","","","minimize","","3007","","","89460","","","","","0","","0:00.73","freepizza","","0","11792","43011","","0:00:00.048559","0","0","11","","0","0","0","","0.58","","","0","22702","0","2","3208","0","0","","","freepizza/pizza78.dzn","0.13","","0:00:00.246196","46033","","148","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza78.dzn""","",""
"","0","","","minimize","","3007","","","89680","","","","","0","","0:00.73","freepizza","","0","11792","43011","","0:00:00.048559","0","0","11","","0","0","0","","0.62","","","0","22704","0","3","3208","0","0","","","freepizza/pizza78.dzn","0.08","","0:00:00.247741","46033","","131","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza78.dzn""","",""
"","0","","","minimize","","3007","","","89332","","","","","0","","0:00.72","freepizza","","0","11792","43011","","0:00:00.048559","0","0","11","","0","0","0","","0.63","","","0","22700","0","4","3208","0","0","","","freepizza/pizza78.dzn","0.08","","0:00:00.245629","46033","","106","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza78.dzn""","",""
"","0","","","minimize","","3007","","","89336","","","","","0","","0:00.73","freepizza","","0","11792","43011","","0:00:00.048559","0","0","13","","0","0","0","","0.60","","","0","22700","0","5","3208","0","0","","","freepizza/pizza78.dzn","0.11","","0:00:00.247314","46033","","108","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza78.dzn""","",""
"","0","","","minimize","","3007","","","89536","","","","","0","","0:00.73","freepizza","","0","11792","43011","","0:00:00.048559","0","0","11","","0","0","0","","0.62","","","0","22703","0","6","3208","0","0","","","freepizza/pizza78.dzn","0.09","","0:00:00.246005","46033","","112","","","","4096","freepizza/freepizza.mzn","98%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza78.dzn""","",""
"","0","","","minimize","","3007","","","89440","","","","","0","","0:00.73","freepizza","","0","11792","43011","","0:00:00.048559","0","0","14","","0","0","0","","0.58","","","0","22702","0","7","3208","0","0","","","freepizza/pizza78.dzn","0.13","","0:00:00.249215","46033","","152","","","","4096","freepizza/freepizza.mzn","98%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza78.dzn""","",""
"","0","","","minimize","","3007","","","89524","","","","","0","","0:00.73","freepizza","","0","11792","43011","","0:00:00.048559","0","0","10","","0","0","0","","0.62","","","0","22703","0","8","3208","0","0","","","freepizza/pizza78.dzn","0.08","","0:00:00.248690","46033","","117","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza78.dzn""","",""
"","0","","","minimize","","3007","","","89452","","","","","0","","0:00.73","freepizza","","0","11792","43011","","0:00:00.048559","0","0","9","","0","0","0","","0.63","","","0","22700","0","9","3208","0","0","","","freepizza/pizza78.dzn","0.08","","0:00:00.246575","46033","","153","","","","4096","freepizza/freepizza.mzn","98%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza78.dzn""","",""
"","0","","","minimize","","3007","","","89532","","","","","0","","0:00.72","freepizza","","0","11792","43011","","0:00:00.048559","0","0","11","","0","0","0","","0.63","","","0","22702","0","10","3208","0","0","","","freepizza/pizza78.dzn","0.07","","0:00:00.245757","46033","","111","","","","4096","freepizza/freepizza.mzn","98%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza78.dzn""","",""
"","0","","","minimize","","1624","","","70128","","","","","8","","0:00.56","freepizza","","0","9048","34025","","0:00:00.048559","0","0","12","","0","0","0","","0.48","","","0","17768","0","1","1805","0","0","","","freepizza/pizza27.dzn","0.07","","0:00:00.191667","35658","","126","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza27.dzn""","",""
"","0","","","minimize","","1624","","","70160","","","","","0","","0:00.58","freepizza","","0","9048","34025","","0:00:00.048559","0","0","9","","0","0","0","","0.50","","","0","17770","0","2","1805","0","0","","","freepizza/pizza27.dzn","0.06","","0:00:00.200853","35658","","119","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza27.dzn""","",""
"","0","","","minimize","","1624","","","70132","","","","","0","","0:00.57","freepizza","","0","9048","34025","","0:00:00.048559","0","0","12","","0","0","0","","0.47","","","0","17767","0","3","1805","0","0","","","freepizza/pizza27.dzn","0.08","","0:00:00.190600","35658","","107","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza27.dzn""","",""
"","0","","","minimize","","1624","","","70224","","","","","0","","0:00.56","freepizza","","0","9048","34025","","0:00:00.048559","0","0","8","","0","0","0","","0.46","","","0","17770","0","4","1805","0","0","","","freepizza/pizza27.dzn","0.08","","0:00:00.190501","35658","","115","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza27.dzn""","",""
"","0","","","minimize","","1624","","","70244","","","","","0","","0:00.56","freepizza","","0","9048","34025","","0:00:00.048559","0","0","12","","0","0","0","","0.50","","","0","17771","0","5","1805","0","0","","","freepizza/pizza27.dzn","0.05","","0:00:00.190110","35658","","92","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza27.dzn""","",""
"","0","","","minimize","","1624","","","70152","","","","","0","","0:00.56","freepizza","","0","9048","34025","","0:00:00.048559","0","0","10","","0","0","0","","0.49","","","0","17769","0","6","1805","0","0","","","freepizza/pizza27.dzn","0.06","","0:00:00.190469","35658","","121","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza27.dzn""","",""
"","0","","","minimize","","1624","","","70308","","","","","0","","0:00.56","freepizza","","0","9048","34025","","0:00:00.048559","0","0","12","","0","0","0","","0.46","","","0","17772","0","7","1805","0","0","","","freepizza/pizza27.dzn","0.08","","0:00:00.191482","35658","","92","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza27.dzn""","",""
"","0","","","minimize","","1624","","","70240","","","","","0","","0:00.56","freepizza","","0","9048","34025","","0:00:00.048559","0","0","12","","0","0","0","","0.45","","","0","17770","0","8","1805","0","0","","","freepizza/pizza27.dzn","0.09","","0:00:00.191726","35658","","131","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza27.dzn""","",""
"","0","","","minimize","","1624","","","70124","","","","","0","","0:00.56","freepizza","","0","9048","34025","","0:00:00.048559","0","0","11","","0","0","0","","0.46","","","0","17769","0","9","1805","0","0","","","freepizza/pizza27.dzn","0.09","","0:00:00.191241","35658","","83","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza27.dzn""","",""
"","0","","","minimize","","1624","","","70052","","","","","0","","0:00.57","freepizza","","0","9048","34025","","0:00:00.048559","0","0","13","","0","0","0","","0.48","","","0","17767","0","10","1805","0","0","","","freepizza/pizza27.dzn","0.07","","0:00:00.191827","35658","","133","","","","4096","freepizza/freepizza.mzn","96%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza27.dzn""","",""
"","0","","","minimize","","199","","","9660","","","","","8","","0:00.02","freepizza","","0","152","299","","0:00:00.048559","0","0","8","","0","0","0","","0.02","","","0","1133","0","1","210","0","0","","","freepizza/pizza6.dzn","0.00","","0:00:00.001187","517","","32","","","","4096","freepizza/freepizza.mzn","82%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza6.dzn""","",""
"","0","","","minimize","","199","","","9756","","","","","0","","0:00.02","freepizza","","0","152","299","","0:00:00.048559","0","0","8","","0","0","0","","0.01","","","0","1134","0","2","210","0","0","","","freepizza/pizza6.dzn","0.00","","0:00:00.001170","517","","31","","","","4096","freepizza/freepizza.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza6.dzn""","",""
"","0","","","minimize","","199","","","9704","","","","","0","","0:00.02","freepizza","","0","152","299","","0:00:00.048559","0","0","8","","0","0","0","","0.02","","","0","1133","0","3","210","0","0","","","freepizza/pizza6.dzn","0.00","","0:00:00.001153","517","","29","","","","4096","freepizza/freepizza.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza6.dzn""","",""
"","0","","","minimize","","199","","","9752","","","","","0","","0:00.02","freepizza","","0","152","299","","0:00:00.048559","0","0","9","","0","0","0","","0.01","","","0","1133","0","4","210","0","0","","","freepizza/pizza6.dzn","0.00","","0:00:00.001157","517","","29","","","","4096","freepizza/freepizza.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza6.dzn""","",""
"","0","","","minimize","","199","","","9684","","","","","0","","0:00.02","freepizza","","0","152","299","","0:00:00.048559","0","0","8","","0","0","0","","0.02","","","0","1133","0","5","210","0","0","","","freepizza/pizza6.dzn","0.00","","0:00:00.001191","517","","29","","","","4096","freepizza/freepizza.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza6.dzn""","",""
"","0","","","minimize","","199","","","9780","","","","","0","","0:00.02","freepizza","","0","152","299","","0:00:00.048559","0","0","8","","0","0","0","","0.01","","","0","1134","0","6","210","0","0","","","freepizza/pizza6.dzn","0.00","","0:00:00.001159","517","","30","","","","4096","freepizza/freepizza.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza6.dzn""","",""
"","0","","","minimize","","199","","","9516","","","","","0","","0:00.02","freepizza","","0","152","299","","0:00:00.048559","0","0","8","","0","0","0","","0.01","","","0","1130","0","7","210","0","0","","","freepizza/pizza6.dzn","0.00","","0:00:00.001167","517","","29","","","","4096","freepizza/freepizza.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza6.dzn""","",""
"","0","","","minimize","","199","","","9812","","","","","0","","0:00.02","freepizza","","0","152","299","","0:00:00.048559","0","0","8","","0","0","0","","0.01","","","0","1134","0","8","210","0","0","","","freepizza/pizza6.dzn","0.00","","0:00:00.001161","517","","30","","","","4096","freepizza/freepizza.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza6.dzn""","",""
"","0","","","minimize","","199","","","9780","","","","","0","","0:00.02","freepizza","","0","152","299","","0:00:00.048559","0","0","8","","0","0","0","","0.01","","","0","1135","0","9","210","0","0","","","freepizza/pizza6.dzn","0.00","","0:00:00.001209","517","","29","","","","4096","freepizza/freepizza.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza6.dzn""","",""
"","0","","","minimize","","199","","","9660","","","","","0","","0:00.02","freepizza","","0","152","299","","0:00:00.048559","0","0","8","","0","0","0","","0.01","","","0","1132","0","10","210","0","0","","","freepizza/pizza6.dzn","0.00","","0:00:00.001160","517","","30","","","","4096","freepizza/freepizza.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza6.dzn""","",""
"","0","","","minimize","","1264","","","47240","","","","","8","","0:00.33","freepizza","","0","5624","20865","","0:00:00.048559","0","0","8","","0","0","0","","0.27","","","0","11124","0","1","1405","0","0","","","freepizza/pizza45.dzn","0.04","","0:00:00.112073","22138","","95","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza45.dzn""","",""
"","0","","","minimize","","1264","","","47376","","","","","0","","0:00.33","freepizza","","0","5624","20865","","0:00:00.048559","0","0","11","","0","0","0","","0.27","","","0","11127","0","2","1405","0","0","","","freepizza/pizza45.dzn","0.05","","0:00:00.110857","22138","","84","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza45.dzn""","",""
"","0","","","minimize","","1264","","","47220","","","","","0","","0:00.33","freepizza","","0","5624","20865","","0:00:00.048559","0","0","8","","0","0","0","","0.26","","","0","11125","0","3","1405","0","0","","","freepizza/pizza45.dzn","0.05","","0:00:00.110925","22138","","68","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza45.dzn""","",""
"","0","","","minimize","","1264","","","47352","","","","","0","","0:00.33","freepizza","","0","5624","20865","","0:00:00.048559","0","0","11","","0","0","0","","0.28","","","0","11126","0","4","1405","0","0","","","freepizza/pizza45.dzn","0.04","","0:00:00.109919","22138","","95","","","","4096","freepizza/freepizza.mzn","96%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza45.dzn""","",""
"","0","","","minimize","","1264","","","47372","","","","","0","","0:00.33","freepizza","","0","5624","20865","","0:00:00.048559","0","0","10","","0","0","0","","0.29","","","0","11126","0","5","1405","0","0","","","freepizza/pizza45.dzn","0.03","","0:00:00.110070","22138","","81","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza45.dzn""","",""
"","0","","","minimize","","1264","","","47188","","","","","0","","0:00.33","freepizza","","0","5624","20865","","0:00:00.048559","0","0","9","","0","0","0","","0.28","","","0","11124","0","6","1405","0","0","","","freepizza/pizza45.dzn","0.03","","0:00:00.110387","22138","","72","","","","4096","freepizza/freepizza.mzn","96%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza45.dzn""","",""
"","0","","","minimize","","1264","","","47276","","","","","0","","0:00.33","freepizza","","0","5624","20865","","0:00:00.048559","0","0","10","","0","0","0","","0.26","","","0","11125","0","7","1405","0","0","","","freepizza/pizza45.dzn","0.05","","0:00:00.110287","22138","","69","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza45.dzn""","",""
"","0","","","minimize","","1264","","","47352","","","","","0","","0:00.33","freepizza","","0","5624","20865","","0:00:00.048559","0","0","9","","0","0","0","","0.25","","","0","11126","0","8","1405","0","0","","","freepizza/pizza45.dzn","0.07","","0:00:00.110120","22138","","83","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza45.dzn""","",""
"","0","","","minimize","","1264","","","47308","","","","","0","","0:00.33","freepizza","","0","5624","20865","","0:00:00.048559","0","0","9","","0","0","0","","0.24","","","0","11125","0","9","1405","0","0","","","freepizza/pizza45.dzn","0.08","","0:00:00.109729","22138","","87","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza45.dzn""","",""
"","0","","","minimize","","1264","","","47312","","","","","0","","0:00.33","freepizza","","0","5624","20865","","0:00:00.048559","0","0","9","","0","0","0","","0.27","","","0","11126","0","10","1405","0","0","","","freepizza/pizza45.dzn","0.05","","0:00:00.110622","22138","","90","","","","4096","freepizza/freepizza.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn freepizza/pizza45.dzn""","",""
"60","0","","","minimize","","312","","","11060","","","","","88","","0:00.04","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","10","","0","0","0","","0.03","","","0","1503","0","1","733","0","0","","","stack-cuttingstock/d14.dzn","0.00","","0:00:00.003043","1018","","37","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d14.dzn""","",""
"60","0","","","minimize","","312","","","11240","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","10","","0","0","0","","0.02","","","0","1507","0","2","733","0","0","","","stack-cuttingstock/d14.dzn","0.00","","0:00:00.002985","1018","","33","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d14.dzn""","",""
"60","0","","","minimize","","312","","","11220","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.03","","","0","1506","0","3","733","0","0","","","stack-cuttingstock/d14.dzn","0.00","","0:00:00.002992","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","91%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d14.dzn""","",""
"60","0","","","minimize","","312","","","11312","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1509","0","4","733","0","0","","","stack-cuttingstock/d14.dzn","0.00","","0:00:00.002956","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d14.dzn""","",""
"60","0","","","minimize","","312","","","11016","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1504","0","5","733","0","0","","","stack-cuttingstock/d14.dzn","0.00","","0:00:00.002960","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d14.dzn""","",""
"60","0","","","minimize","","312","","","11216","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1505","0","6","733","0","0","","","stack-cuttingstock/d14.dzn","0.00","","0:00:00.002963","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d14.dzn""","",""
"60","0","","","minimize","","312","","","11148","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.03","","","0","1505","0","7","733","0","0","","","stack-cuttingstock/d14.dzn","0.00","","0:00:00.002950","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d14.dzn""","",""
"60","0","","","minimize","","312","","","11176","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.03","","","0","1508","0","8","733","0","0","","","stack-cuttingstock/d14.dzn","0.00","","0:00:00.002972","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d14.dzn""","",""
"60","0","","","minimize","","312","","","11060","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1501","0","9","733","0","0","","","stack-cuttingstock/d14.dzn","0.00","","0:00:00.002964","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d14.dzn""","",""
"60","0","","","minimize","","312","","","11200","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.03","","","0","1507","0","10","733","0","0","","","stack-cuttingstock/d14.dzn","0.00","","0:00:00.002976","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d14.dzn""","",""
"15","0","","","minimize","","80","","","9476","","","","","8","","0:00.02","stack-cuttingstock","","0","112","50","","0:00:00.045776","0","0","9","","0","0","0","","0.01","","","0","1105","0","1","199","0","0","","","stack-cuttingstock/d3.dzn","0.00","","0:00:00.000881","282","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d3.dzn""","",""
"15","0","","","minimize","","80","","","9764","","","","","0","","0:00.02","stack-cuttingstock","","0","112","50","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1110","0","2","199","0","0","","","stack-cuttingstock/d3.dzn","0.00","","0:00:00.000871","282","","30","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d3.dzn""","",""
"15","0","","","minimize","","80","","","9648","","","","","0","","0:00.02","stack-cuttingstock","","0","112","50","","0:00:00.045776","0","0","9","","0","0","0","","0.01","","","0","1108","0","3","199","0","0","","","stack-cuttingstock/d3.dzn","0.00","","0:00:00.000875","282","","29","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d3.dzn""","",""
"15","0","","","minimize","","80","","","9572","","","","","0","","0:00.02","stack-cuttingstock","","0","112","50","","0:00:00.045776","0","0","9","","0","0","0","","0.01","","","0","1109","0","4","199","0","0","","","stack-cuttingstock/d3.dzn","0.00","","0:00:00.000881","282","","29","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d3.dzn""","",""
