"flatBoolConstraints","Average stack size (kbytes)","peakMem","boolVariables","method","backjumps","flatBoolVars","floatVariables","flatSetVars","Maximum resident set size (kbytes)","setVariables","evaluatedHalfReifiedConstraints","flatFloatConstraints","intVariables","File system inputs","failures","Elapsed (wall clock) time (h:mm:ss or m:ss)","problem","flatFloatVars","Signals delivered","File system outputs","evaluatedReifiedConstraints","nodes","compileTime","Average unshared data size (kbytes)","Major (requiring I/O) page faults","Involuntary context switches","propagators","Exit status","Swaps","Average total size (kbytes)","restarts","User time (seconds)","peakDepth","nogoods","Average shared text size (kbytes)","Minor (reclaiming a frame) page faults","Socket messages received","iteration","flatIntVars","Average resident set size (kbytes)","Socket messages sent","status","initTime","data_file","System time (seconds)","paths","flatTime","flatIntConstraints","eliminatedLinearConstraints","Voluntary context switches","variables","solveTime","propagations","Page size (bytes)","model","Percent of CPU this job got","Command being timed","flatSetConstraints","eliminatedImplications"
"24","0","","","minimize","","171","","","9624","","","","","0","","0:00.02","depot-placement","","0","152","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1127","0","5","215","0","0","","","depot-placement/rat99_5.dzn","0.00","","0:00:00.001105","447","","29","","","","4096","depot-placement/depot_placement.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/rat99_5.dzn""","",""
"24","0","","","minimize","","171","","","9620","","","","","0","","0:00.02","depot-placement","","0","152","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1126","0","6","215","0","0","","","depot-placement/rat99_5.dzn","0.00","","0:00:00.001125","447","","29","","","","4096","depot-placement/depot_placement.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/rat99_5.dzn""","",""
"24","0","","","minimize","","171","","","9496","","","","","0","","0:00.02","depot-placement","","0","152","194","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1124","0","7","215","0","0","","","depot-placement/rat99_5.dzn","0.00","","0:00:00.001102","447","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/rat99_5.dzn""","",""
"24","0","","","minimize","","171","","","9600","","","","","0","","0:00.02","depot-placement","","0","152","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1127","0","8","215","0","0","","","depot-placement/rat99_5.dzn","0.00","","0:00:00.001098","447","","29","","","","4096","depot-placement/depot_placement.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/rat99_5.dzn""","",""
"24","0","","","minimize","","171","","","9604","","","","","0","","0:00.02","depot-placement","","0","152","194","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1128","0","9","215","0","0","","","depot-placement/rat99_5.dzn","0.00","","0:00:00.001122","447","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/rat99_5.dzn""","",""
"24","0","","","minimize","","171","","","9736","","","","","0","","0:00.02","depot-placement","","0","152","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1130","0","10","215","0","0","","","depot-placement/rat99_5.dzn","0.00","","0:00:00.001094","447","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/rat99_5.dzn""","",""
"28","0","","","minimize","","227","","","9800","","","","","8","","0:00.02","depot-placement","","0","184","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1177","0","1","277","0","0","","","depot-placement/a280_6.dzn","0.00","","0:00:00.001374","583","","32","","","","4096","depot-placement/depot_placement.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/a280_6.dzn""","",""
"28","0","","","minimize","","227","","","9856","","","","","0","","0:00.02","depot-placement","","0","184","254","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1179","0","2","277","0","0","","","depot-placement/a280_6.dzn","0.00","","0:00:00.001364","583","","31","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/a280_6.dzn""","",""
"28","0","","","minimize","","227","","","9808","","","","","0","","0:00.02","depot-placement","","0","184","254","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1178","0","3","277","0","0","","","depot-placement/a280_6.dzn","0.00","","0:00:00.001404","583","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/a280_6.dzn""","",""
"28","0","","","minimize","","227","","","9932","","","","","0","","0:00.02","depot-placement","","0","184","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1178","0","4","277","0","0","","","depot-placement/a280_6.dzn","0.00","","0:00:00.001363","583","","30","","","","4096","depot-placement/depot_placement.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/a280_6.dzn""","",""
"28","0","","","minimize","","227","","","9924","","","","","0","","0:00.02","depot-placement","","0","184","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1179","0","5","277","0","0","","","depot-placement/a280_6.dzn","0.00","","0:00:00.001381","583","","30","","","","4096","depot-placement/depot_placement.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/a280_6.dzn""","",""
"28","0","","","minimize","","227","","","9868","","","","","0","","0:00.02","depot-placement","","0","184","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1178","0","6","277","0","0","","","depot-placement/a280_6.dzn","0.00","","0:00:00.001401","583","","30","","","","4096","depot-placement/depot_placement.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/a280_6.dzn""","",""
"28","0","","","minimize","","227","","","9796","","","","","0","","0:00.02","depot-placement","","0","184","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1178","0","7","277","0","0","","","depot-placement/a280_6.dzn","0.00","","0:00:00.001365","583","","30","","","","4096","depot-placement/depot_placement.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/a280_6.dzn""","",""
"28","0","","","minimize","","227","","","9928","","","","","0","","0:00.02","depot-placement","","0","184","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1179","0","8","277","0","0","","","depot-placement/a280_6.dzn","0.00","","0:00:00.001399","583","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/a280_6.dzn""","",""
"28","0","","","minimize","","227","","","9868","","","","","0","","0:00.02","depot-placement","","0","184","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1178","0","9","277","0","0","","","depot-placement/a280_6.dzn","0.00","","0:00:00.001363","583","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/a280_6.dzn""","",""
"28","0","","","minimize","","227","","","9748","","","","","0","","0:00.02","depot-placement","","0","184","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1175","0","10","277","0","0","","","depot-placement/a280_6.dzn","0.00","","0:00:00.001365","583","","30","","","","4096","depot-placement/depot_placement.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/a280_6.dzn""","",""
"20","0","","","minimize","","123","","","9468","","","","","8","","0:00.02","depot-placement","","0","120","142","","0:00:00.031923","0","0","10","","0","0","0","","0.01","","","0","1089","0","1","161","0","0","","","depot-placement/ulysses22_4.dzn","0.00","","0:00:00.000894","329","","31","","","","4096","depot-placement/depot_placement.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_4.dzn""","",""
"20","0","","","minimize","","123","","","9520","","","","","0","","0:00.02","depot-placement","","0","120","142","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1090","0","2","161","0","0","","","depot-placement/ulysses22_4.dzn","0.00","","0:00:00.000868","329","","30","","","","4096","depot-placement/depot_placement.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_4.dzn""","",""
"20","0","","","minimize","","123","","","9400","","","","","0","","0:00.02","depot-placement","","0","120","142","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1088","0","3","161","0","0","","","depot-placement/ulysses22_4.dzn","0.00","","0:00:00.000867","329","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_4.dzn""","",""
"20","0","","","minimize","","123","","","9580","","","","","0","","0:00.02","depot-placement","","0","120","142","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1091","0","4","161","0","0","","","depot-placement/ulysses22_4.dzn","0.00","","0:00:00.000860","329","","29","","","","4096","depot-placement/depot_placement.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_4.dzn""","",""
"20","0","","","minimize","","123","","","9520","","","","","0","","0:00.02","depot-placement","","0","120","142","","0:00:00.031923","0","0","10","","0","0","0","","0.01","","","0","1091","0","5","161","0","0","","","depot-placement/ulysses22_4.dzn","0.00","","0:00:00.000870","329","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_4.dzn""","",""
"20","0","","","minimize","","123","","","9628","","","","","0","","0:00.02","depot-placement","","0","120","142","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1092","0","6","161","0","0","","","depot-placement/ulysses22_4.dzn","0.00","","0:00:00.000859","329","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_4.dzn""","",""
"20","0","","","minimize","","123","","","9648","","","","","0","","0:00.02","depot-placement","","0","120","142","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1092","0","7","161","0","0","","","depot-placement/ulysses22_4.dzn","0.00","","0:00:00.000864","329","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_4.dzn""","",""
"20","0","","","minimize","","123","","","9516","","","","","0","","0:00.02","depot-placement","","0","120","142","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1090","0","8","161","0","0","","","depot-placement/ulysses22_4.dzn","0.00","","0:00:00.000860","329","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_4.dzn""","",""
"20","0","","","minimize","","123","","","9524","","","","","0","","0:00.02","depot-placement","","0","120","142","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1092","0","9","161","0","0","","","depot-placement/ulysses22_4.dzn","0.00","","0:00:00.000871","329","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_4.dzn""","",""
"20","0","","","minimize","","123","","","9456","","","","","0","","0:00.02","depot-placement","","0","120","142","","0:00:00.031923","0","0","10","","0","0","0","","0.01","","","0","1091","0","10","161","0","0","","","depot-placement/ulysses22_4.dzn","0.00","","0:00:00.000926","329","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_4.dzn""","",""
"24","0","","","minimize","","171","","","9676","","","","","8","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1129","0","1","215","0","0","","","depot-placement/u159_5.dzn","0.00","","0:00:00.001152","447","","32","","","","4096","depot-placement/depot_placement.mzn","81%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/u159_5.dzn""","",""
"24","0","","","minimize","","171","","","9784","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1129","0","2","215","0","0","","","depot-placement/u159_5.dzn","0.00","","0:00:00.001102","447","","31","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/u159_5.dzn""","",""
"24","0","","","minimize","","171","","","9640","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1127","0","3","215","0","0","","","depot-placement/u159_5.dzn","0.00","","0:00:00.001095","447","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/u159_5.dzn""","",""
"24","0","","","minimize","","171","","","9724","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1127","0","4","215","0","0","","","depot-placement/u159_5.dzn","0.00","","0:00:00.001126","447","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/u159_5.dzn""","",""
"24","0","","","minimize","","171","","","9712","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1127","0","5","215","0","0","","","depot-placement/u159_5.dzn","0.00","","0:00:00.001092","447","","30","","","","4096","depot-placement/depot_placement.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/u159_5.dzn""","",""
"24","0","","","minimize","","171","","","9728","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1129","0","6","215","0","0","","","depot-placement/u159_5.dzn","0.00","","0:00:00.001097","447","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/u159_5.dzn""","",""
"24","0","","","minimize","","171","","","9676","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1128","0","7","215","0","0","","","depot-placement/u159_5.dzn","0.00","","0:00:00.001145","447","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/u159_5.dzn""","",""
"24","0","","","minimize","","171","","","9548","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1124","0","8","215","0","0","","","depot-placement/u159_5.dzn","0.00","","0:00:00.001090","447","","29","","","","4096","depot-placement/depot_placement.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/u159_5.dzn""","",""
"24","0","","","minimize","","171","","","9680","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1126","0","9","215","0","0","","","depot-placement/u159_5.dzn","0.00","","0:00:00.001090","447","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/u159_5.dzn""","",""
"24","0","","","minimize","","171","","","9848","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1130","0","10","215","0","0","","","depot-placement/u159_5.dzn","0.01","","0:00:00.001135","447","","29","","","","4096","depot-placement/depot_placement.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/u159_5.dzn""","",""
"24","0","","","minimize","","171","","","9608","","","","","8","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1126","0","1","215","0","0","","","depot-placement/ulysses16_5.dzn","0.00","","0:00:00.001092","447","","32","","","","4096","depot-placement/depot_placement.mzn","81%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses16_5.dzn""","",""
"24","0","","","minimize","","171","","","9576","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1125","0","2","215","0","0","","","depot-placement/ulysses16_5.dzn","0.00","","0:00:00.001113","447","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses16_5.dzn""","",""
"24","0","","","minimize","","171","","","9760","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","10","","0","0","0","","0.02","","","0","1129","0","3","215","0","0","","","depot-placement/ulysses16_5.dzn","0.00","","0:00:00.001094","447","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses16_5.dzn""","",""
"24","0","","","minimize","","171","","","9644","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1127","0","4","215","0","0","","","depot-placement/ulysses16_5.dzn","0.00","","0:00:00.001097","447","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses16_5.dzn""","",""
"24","0","","","minimize","","171","","","9736","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1130","0","5","215","0","0","","","depot-placement/ulysses16_5.dzn","0.01","","0:00:00.001138","447","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses16_5.dzn""","",""
"24","0","","","minimize","","171","","","9612","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","10","","0","0","0","","0.01","","","0","1127","0","6","215","0","0","","","depot-placement/ulysses16_5.dzn","0.00","","0:00:00.001095","447","","30","","","","4096","depot-placement/depot_placement.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses16_5.dzn""","",""
"24","0","","","minimize","","171","","","9652","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1127","0","7","215","0","0","","","depot-placement/ulysses16_5.dzn","0.00","","0:00:00.001123","447","","29","","","","4096","depot-placement/depot_placement.mzn","82%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses16_5.dzn""","",""
"24","0","","","minimize","","171","","","9616","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1126","0","8","215","0","0","","","depot-placement/ulysses16_5.dzn","0.00","","0:00:00.001088","447","","28","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses16_5.dzn""","",""
"24","0","","","minimize","","171","","","9732","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1129","0","9","215","0","0","","","depot-placement/ulysses16_5.dzn","0.00","","0:00:00.001096","447","","29","","","","4096","depot-placement/depot_placement.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses16_5.dzn""","",""
"24","0","","","minimize","","171","","","9728","","","","","0","","0:00.02","depot-placement","","0","160","194","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1127","0","10","215","0","0","","","depot-placement/ulysses16_5.dzn","0.00","","0:00:00.001117","447","","30","","","","4096","depot-placement/depot_placement.mzn","81%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses16_5.dzn""","",""
"28","0","","","minimize","","227","","","9832","","","","","8","","0:00.02","depot-placement","","0","200","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1175","0","1","277","0","0","","","depot-placement/ts225_6.dzn","0.00","","0:00:00.001394","583","","32","","","","4096","depot-placement/depot_placement.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ts225_6.dzn""","",""
"28","0","","","minimize","","227","","","9756","","","","","0","","0:00.02","depot-placement","","0","200","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1175","0","2","277","0","0","","","depot-placement/ts225_6.dzn","0.00","","0:00:00.001373","583","","31","","","","4096","depot-placement/depot_placement.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ts225_6.dzn""","",""
"28","0","","","minimize","","227","","","9912","","","","","0","","0:00.02","depot-placement","","0","200","254","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1177","0","3","277","0","0","","","depot-placement/ts225_6.dzn","0.00","","0:00:00.001371","583","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ts225_6.dzn""","",""
"28","0","","","minimize","","227","","","9892","","","","","0","","0:00.02","depot-placement","","0","200","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1178","0","4","277","0","0","","","depot-placement/ts225_6.dzn","0.00","","0:00:00.001385","583","","30","","","","4096","depot-placement/depot_placement.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ts225_6.dzn""","",""
"28","0","","","minimize","","227","","","10000","","","","","0","","0:00.02","depot-placement","","0","200","254","","0:00:00.031923","0","0","10","","0","0","0","","0.02","","","0","1179","0","5","277","0","0","","","depot-placement/ts225_6.dzn","0.00","","0:00:00.001369","583","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ts225_6.dzn""","",""
"28","0","","","minimize","","227","","","9920","","","","","0","","0:00.02","depot-placement","","0","200","254","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1178","0","6","277","0","0","","","depot-placement/ts225_6.dzn","0.00","","0:00:00.001395","583","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ts225_6.dzn""","",""
"28","0","","","minimize","","227","","","9880","","","","","0","","0:00.02","depot-placement","","0","200","254","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1179","0","7","277","0","0","","","depot-placement/ts225_6.dzn","0.01","","0:00:00.001377","583","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ts225_6.dzn""","",""
"28","0","","","minimize","","227","","","9844","","","","","0","","0:00.02","depot-placement","","0","200","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1177","0","8","277","0","0","","","depot-placement/ts225_6.dzn","0.00","","0:00:00.001391","583","","30","","","","4096","depot-placement/depot_placement.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ts225_6.dzn""","",""
"28","0","","","minimize","","227","","","9868","","","","","0","","0:00.02","depot-placement","","0","200","254","","0:00:00.031923","0","0","10","","0","0","0","","0.02","","","0","1178","0","9","277","0","0","","","depot-placement/ts225_6.dzn","0.00","","0:00:00.001400","583","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ts225_6.dzn""","",""
"28","0","","","minimize","","227","","","9888","","","","","0","","0:00.02","depot-placement","","0","200","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1178","0","10","277","0","0","","","depot-placement/ts225_6.dzn","0.00","","0:00:00.001353","583","","30","","","","4096","depot-placement/depot_placement.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ts225_6.dzn""","",""
"28","0","","","minimize","","227","","","9872","","","","","8","","0:00.02","depot-placement","","0","192","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1179","0","1","277","0","0","","","depot-placement/ulysses22_6.dzn","0.00","","0:00:00.001359","583","","32","","","","4096","depot-placement/depot_placement.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_6.dzn""","",""
"28","0","","","minimize","","227","","","9936","","","","","0","","0:00.02","depot-placement","","0","192","254","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1179","0","2","277","0","0","","","depot-placement/ulysses22_6.dzn","0.01","","0:00:00.001419","583","","31","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_6.dzn""","",""
"28","0","","","minimize","","227","","","9876","","","","","0","","0:00.02","depot-placement","","0","192","254","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1179","0","3","277","0","0","","","depot-placement/ulysses22_6.dzn","0.01","","0:00:00.001363","583","","29","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_6.dzn""","",""
"28","0","","","minimize","","227","","","9796","","","","","0","","0:00.02","depot-placement","","0","192","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1177","0","4","277","0","0","","","depot-placement/ulysses22_6.dzn","0.00","","0:00:00.001389","583","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_6.dzn""","",""
"28","0","","","minimize","","227","","","9964","","","","","0","","0:00.02","depot-placement","","0","192","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1178","0","5","277","0","0","","","depot-placement/ulysses22_6.dzn","0.00","","0:00:00.001361","583","","30","","","","4096","depot-placement/depot_placement.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_6.dzn""","",""
"28","0","","","minimize","","227","","","9996","","","","","0","","0:00.02","depot-placement","","0","192","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1180","0","6","277","0","0","","","depot-placement/ulysses22_6.dzn","0.00","","0:00:00.001371","583","","30","","","","4096","depot-placement/depot_placement.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_6.dzn""","",""
"28","0","","","minimize","","227","","","9924","","","","","0","","0:00.02","depot-placement","","0","192","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1178","0","7","277","0","0","","","depot-placement/ulysses22_6.dzn","0.00","","0:00:00.001395","583","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_6.dzn""","",""
"28","0","","","minimize","","227","","","9816","","","","","0","","0:00.02","depot-placement","","0","192","254","","0:00:00.031923","0","0","9","","0","0","0","","0.01","","","0","1176","0","8","277","0","0","","","depot-placement/ulysses22_6.dzn","0.00","","0:00:00.001371","583","","30","","","","4096","depot-placement/depot_placement.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_6.dzn""","",""
