"Voluntary context switches","Socket messages received","nogoods","System time (seconds)","Average total size (kbytes)","flatFloatVars","eliminatedImplications","flatFloatConstraints","failures","status","Swaps","User time (seconds)","peakDepth","Average shared text size (kbytes)","Socket messages sent","flatBoolConstraints","flatIntVars","flatSetConstraints","propagators","iteration","flatBoolVars","intVariables","Command being timed","boolVariables","Minor (reclaiming a frame) page faults","flatIntConstraints","Signals delivered","data_file","paths","evaluatedHalfReifiedConstraints","Exit status","peakMem","flatSetVars","Major (requiring I/O) page faults","nodes","Page size (bytes)","Elapsed (wall clock) time (h:mm:ss or m:ss)","Maximum resident set size (kbytes)","Percent of CPU this job got","propagations","File system outputs","problem","model","restarts","variables","floatVariables","method","Average resident set size (kbytes)","evaluatedReifiedConstraints","Average stack size (kbytes)","setVariables","solveTime","eliminatedLinearConstraints","Involuntary context switches","File system inputs","initTime","backjumps","flatTime","Average unshared data size (kbytes)"
"137","0","","0.02","0","","","","","","0","0.22","","0","0","1542","1924","","","1","4868","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j30_1_3-wet.dzn""","","5392","5553","0","rcpsp-wet/j30_1_3-wet.dzn","0","","0","","","0","","4096","0:00.25","29500","96%","","2360","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","3359","0","","","","14","8","","","0:00:00.190453","0"
"127","0","","0.03","0","","","","","","0","0.21","","0","0","1542","1924","","","2","4868","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j30_1_3-wet.dzn""","","5391","5553","0","rcpsp-wet/j30_1_3-wet.dzn","0","","0","","","0","","4096","0:00.25","29432","98%","","2360","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","3359","0","","","","13","0","","","0:00:00.190478","0"
"134","0","","0.04","0","","","","","","0","0.20","","0","0","1542","1924","","","3","4868","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j30_1_3-wet.dzn""","","5388","5553","0","rcpsp-wet/j30_1_3-wet.dzn","0","","0","","","0","","4096","0:00.25","29480","97%","","2360","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","3359","0","","","","14","0","","","0:00:00.190000","0"
"138","0","","0.03","0","","","","","","0","0.21","","0","0","1542","1924","","","4","4868","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j30_1_3-wet.dzn""","","5392","5553","0","rcpsp-wet/j30_1_3-wet.dzn","0","","0","","","0","","4096","0:00.25","29444","97%","","2360","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","3359","0","","","","13","0","","","0:00:00.190677","0"
"134","0","","0.02","0","","","","","","0","0.21","","0","0","1542","1924","","","5","4868","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j30_1_3-wet.dzn""","","5390","5553","0","rcpsp-wet/j30_1_3-wet.dzn","0","","0","","","0","","4096","0:00.25","29356","97%","","2360","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","3359","0","","","","15","0","","","0:00:00.189937","0"
"134","0","","0.02","0","","","","","","0","0.22","","0","0","1542","1924","","","6","4868","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j30_1_3-wet.dzn""","","5388","5553","0","rcpsp-wet/j30_1_3-wet.dzn","0","","0","","","0","","4096","0:00.25","29344","97%","","2360","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","3359","0","","","","12","0","","","0:00:00.190072","0"
"135","0","","0.03","0","","","","","","0","0.21","","0","0","1542","1924","","","7","4868","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j30_1_3-wet.dzn""","","5390","5553","0","rcpsp-wet/j30_1_3-wet.dzn","0","","0","","","0","","4096","0:00.25","29304","97%","","2360","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","3359","0","","","","13","0","","","0:00:00.191076","0"
"135","0","","0.02","0","","","","","","0","0.22","","0","0","1542","1924","","","8","4868","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j30_1_3-wet.dzn""","","5393","5553","0","rcpsp-wet/j30_1_3-wet.dzn","0","","0","","","0","","4096","0:00.25","29472","97%","","2360","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","3359","0","","","","13","0","","","0:00:00.190779","0"
"128","0","","0.03","0","","","","","","0","0.20","","0","0","1542","1924","","","9","4868","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j30_1_3-wet.dzn""","","5390","5553","0","rcpsp-wet/j30_1_3-wet.dzn","0","","0","","","0","","4096","0:00.25","29344","97%","","2360","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","3359","0","","","","14","0","","","0:00:00.187733","0"
"127","0","","0.06","0","","","","","","0","0.18","","0","0","1542","1924","","","10","4868","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j30_1_3-wet.dzn""","","5390","5553","0","rcpsp-wet/j30_1_3-wet.dzn","0","","0","","","0","","4096","0:00.25","29508","97%","","2360","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","3359","0","","","","13","0","","","0:00:00.189826","0"
"221","0","","0.14","0","","","","","","0","1.74","","0","0","7544","8870","","","1","23564","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j90_10_10-wet.dzn""","","26109","25334","0","rcpsp-wet/j90_10_10-wet.dzn","0","","0","","","0","","4096","0:01.90","108692","99%","","12080","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","16020","0","","","","21","16","","","0:00:01.570170","0"
"218","0","","0.10","0","","","","","","0","1.77","","0","0","7544","8870","","","2","23564","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j90_10_10-wet.dzn""","","26106","25334","0","rcpsp-wet/j90_10_10-wet.dzn","0","","0","","","0","","4096","0:01.89","108728","99%","","12080","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","16020","0","","","","18","0","","","0:00:01.551760","0"
"218","0","","0.14","0","","","","","","0","1.74","","0","0","7544","8870","","","3","23564","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j90_10_10-wet.dzn""","","26109","25334","0","rcpsp-wet/j90_10_10-wet.dzn","0","","0","","","0","","4096","0:01.90","108884","99%","","12080","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","16020","0","","","","22","0","","","0:00:01.565120","0"
"211","0","","0.12","0","","","","","","0","1.75","","0","0","7544","8870","","","4","23564","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j90_10_10-wet.dzn""","","26111","25334","0","rcpsp-wet/j90_10_10-wet.dzn","0","","0","","","0","","4096","0:01.89","108812","99%","","12080","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","16020","0","","","","18","0","","","0:00:01.550280","0"
"207","0","","0.13","0","","","","","","0","1.76","","0","0","7544","8870","","","5","23564","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j90_10_10-wet.dzn""","","26110","25334","0","rcpsp-wet/j90_10_10-wet.dzn","0","","0","","","0","","4096","0:01.90","108896","99%","","12080","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","16020","0","","","","21","0","","","0:00:01.568980","0"
"206","0","","0.16","0","","","","","","0","1.71","","0","0","7544","8870","","","6","23564","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j90_10_10-wet.dzn""","","26111","25334","0","rcpsp-wet/j90_10_10-wet.dzn","0","","0","","","0","","4096","0:01.89","108832","99%","","12080","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","16020","0","","","","18","0","","","0:00:01.554910","0"
"219","0","","0.10","0","","","","","","0","1.78","","0","0","7544","8870","","","7","23564","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j90_10_10-wet.dzn""","","26110","25334","0","rcpsp-wet/j90_10_10-wet.dzn","0","","0","","","0","","4096","0:01.90","108684","99%","","12080","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","16020","0","","","","20","0","","","0:00:01.562970","0"
"213","0","","0.13","0","","","","","","0","1.74","","0","0","7544","8870","","","8","23564","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j90_10_10-wet.dzn""","","26109","25334","0","rcpsp-wet/j90_10_10-wet.dzn","0","","0","","","0","","4096","0:01.89","108768","99%","","12080","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","16020","0","","","","23","0","","","0:00:01.551330","0"
"158","0","","0.12","0","","","","","","0","1.76","","0","0","7544","8870","","","9","23564","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j90_10_10-wet.dzn""","","26111","25334","0","rcpsp-wet/j90_10_10-wet.dzn","0","","0","","","0","","4096","0:01.89","108908","99%","","12080","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","16020","0","","","","21","0","","","0:00:01.555810","0"
"185","0","","0.16","0","","","","","","0","1.71","","0","0","7544","8870","","","10","23564","","""minizinc --solver org.minizinc.mzn-fzn -c -s rcpsp-wet/rcpsp-wet.mzn rcpsp-wet/j90_10_10-wet.dzn""","","26110","25334","0","rcpsp-wet/j90_10_10-wet.dzn","0","","0","","","0","","4096","0:01.89","108828","98%","","12080","rcpsp-wet","rcpsp-wet/rcpsp-wet.mzn","","","","minimize","0","16020","0","","","","23","0","","","0:00:01.553910","0"
"113","0","","0.01","0","","","","","","0","0.08","","0","0","","91","","","1","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-2.dzn""","","2751","32","0","multi-knapsack/mknap2-2.dzn","0","","0","","","0","","4096","0:00.11","19308","94%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","10","32","","","0:00:00.095824","0"
"103","0","","0.00","0","","","","","","0","0.09","","0","0","","91","","","2","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-2.dzn""","","2753","32","0","multi-knapsack/mknap2-2.dzn","0","","0","","","0","","4096","0:00.10","19348","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.093209","0"
"102","0","","0.02","0","","","","","","0","0.08","","0","0","","91","","","3","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-2.dzn""","","2756","32","0","multi-knapsack/mknap2-2.dzn","0","","0","","","0","","4096","0:00.11","19348","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","10","0","","","0:00:00.093310","0"
"102","0","","0.00","0","","","","","","0","0.09","","0","0","","91","","","4","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-2.dzn""","","2753","32","0","multi-knapsack/mknap2-2.dzn","0","","0","","","0","","4096","0:00.10","19240","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.092823","0"
"101","0","","0.01","0","","","","","","0","0.09","","0","0","","91","","","5","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-2.dzn""","","2752","32","0","multi-knapsack/mknap2-2.dzn","0","","0","","","0","","4096","0:00.10","19252","97%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","10","0","","","0:00:00.092160","0"
"102","0","","0.02","0","","","","","","0","0.08","","0","0","","91","","","6","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-2.dzn""","","2753","32","0","multi-knapsack/mknap2-2.dzn","0","","0","","","0","","4096","0:00.11","19368","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","11","0","","","0:00:00.093469","0"
"102","0","","0.01","0","","","","","","0","0.09","","0","0","","91","","","7","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-2.dzn""","","2755","32","0","multi-knapsack/mknap2-2.dzn","0","","0","","","0","","4096","0:00.10","19328","97%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.091951","0"
"102","0","","0.00","0","","","","","","0","0.10","","0","0","","91","","","8","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-2.dzn""","","2757","32","0","multi-knapsack/mknap2-2.dzn","0","","0","","","0","","4096","0:00.10","19296","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.092265","0"
"102","0","","0.02","0","","","","","","0","0.08","","0","0","","91","","","9","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-2.dzn""","","2754","32","0","multi-knapsack/mknap2-2.dzn","0","","0","","","0","","4096","0:00.10","19332","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","10","0","","","0:00:00.092309","0"
"101","0","","0.02","0","","","","","","0","0.08","","0","0","","91","","","10","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-2.dzn""","","2755","32","0","multi-knapsack/mknap2-2.dzn","0","","0","","","0","","4096","0:00.10","19356","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","10","0","","","0:00:00.092508","0"
"103","0","","0.01","0","","","","","","0","0.03","","0","0","","108","","","1","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-10.dzn""","","1690","4","0","multi-knapsack/mknap2-10.dzn","0","","0","","","0","","4096","0:00.05","16012","90%","","32","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","8","","","0:00:00.041399","0"
"102","0","","0.01","0","","","","","","0","0.03","","0","0","","108","","","2","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-10.dzn""","","1690","4","0","multi-knapsack/mknap2-10.dzn","0","","0","","","0","","4096","0:00.05","15872","90%","","32","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.040898","0"
"101","0","","0.01","0","","","","","","0","0.03","","0","0","","108","","","3","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-10.dzn""","","1690","4","0","multi-knapsack/mknap2-10.dzn","0","","0","","","0","","4096","0:00.05","15904","94%","","32","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","8","0","","","0:00:00.040683","0"
"101","0","","0.00","0","","","","","","0","0.04","","0","0","","108","","","4","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-10.dzn""","","1691","4","0","multi-knapsack/mknap2-10.dzn","0","","0","","","0","","4096","0:00.05","15936","94%","","32","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.040596","0"
"101","0","","0.01","0","","","","","","0","0.03","","0","0","","108","","","5","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-10.dzn""","","1689","4","0","multi-knapsack/mknap2-10.dzn","0","","0","","","0","","4096","0:00.05","15976","94%","","32","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.040276","0"
"101","0","","0.00","0","","","","","","0","0.04","","0","0","","108","","","6","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-10.dzn""","","1687","4","0","multi-knapsack/mknap2-10.dzn","0","","0","","","0","","4096","0:00.05","15848","92%","","32","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","8","0","","","0:00:00.040175","0"
"101","0","","0.01","0","","","","","","0","0.03","","0","0","","108","","","7","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-10.dzn""","","1686","4","0","multi-knapsack/mknap2-10.dzn","0","","0","","","0","","4096","0:00.05","15924","94%","","32","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","11","0","","","0:00:00.040542","0"
"101","0","","0.01","0","","","","","","0","0.04","","0","0","","108","","","8","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-10.dzn""","","1689","4","0","multi-knapsack/mknap2-10.dzn","0","","0","","","0","","4096","0:00.05","15800","92%","","32","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","11","0","","","0:00:00.040250","0"
"101","0","","0.00","0","","","","","","0","0.04","","0","0","","108","","","9","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-10.dzn""","","1686","4","0","multi-knapsack/mknap2-10.dzn","0","","0","","","0","","4096","0:00.05","15864","94%","","32","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","11","0","","","0:00:00.040082","0"
"101","0","","0.01","0","","","","","","0","0.03","","0","0","","108","","","10","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-10.dzn""","","1687","4","0","multi-knapsack/mknap2-10.dzn","0","","0","","","0","","4096","0:00.05","15748","92%","","32","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.040475","0"
"103","0","","0.01","0","","","","","","0","0.03","","0","0","","45","","","1","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap1-5.dzn""","","1615","7","0","multi-knapsack/mknap1-5.dzn","0","","0","","","0","","4096","0:00.05","15736","92%","","24","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","8","8","","","0:00:00.040215","0"
"102","0","","0.01","0","","","","","","0","0.03","","0","0","","45","","","2","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap1-5.dzn""","","1618","7","0","multi-knapsack/mknap1-5.dzn","0","","0","","","0","","4096","0:00.05","15892","94%","","24","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.039456","0"
"101","0","","0.00","0","","","","","","0","0.04","","0","0","","45","","","3","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap1-5.dzn""","","1615","7","0","multi-knapsack/mknap1-5.dzn","0","","0","","","0","","4096","0:00.05","15636","94%","","24","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","11","0","","","0:00:00.039440","0"
"101","0","","0.01","0","","","","","","0","0.03","","0","0","","45","","","4","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap1-5.dzn""","","1614","7","0","multi-knapsack/mknap1-5.dzn","0","","0","","","0","","4096","0:00.05","15752","94%","","24","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","8","0","","","0:00:00.039646","0"
"101","0","","0.00","0","","","","","","0","0.04","","0","0","","45","","","5","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap1-5.dzn""","","1612","7","0","multi-knapsack/mknap1-5.dzn","0","","0","","","0","","4096","0:00.05","15700","94%","","24","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","8","0","","","0:00:00.039458","0"
"101","0","","0.01","0","","","","","","0","0.03","","0","0","","45","","","6","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap1-5.dzn""","","1619","7","0","multi-knapsack/mknap1-5.dzn","0","","0","","","0","","4096","0:00.05","15744","92%","","24","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","7","0","","","0:00:00.039044","0"
"100","0","","0.00","0","","","","","","0","0.04","","0","0","","45","","","7","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap1-5.dzn""","","1616","7","0","multi-knapsack/mknap1-5.dzn","0","","0","","","0","","4096","0:00.05","15708","94%","","24","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.039040","0"
"101","0","","0.00","0","","","","","","0","0.04","","0","0","","45","","","8","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap1-5.dzn""","","1613","7","0","multi-knapsack/mknap1-5.dzn","0","","0","","","0","","4096","0:00.05","15688","92%","","24","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","10","0","","","0:00:00.039173","0"
"101","0","","0.00","0","","","","","","0","0.04","","0","0","","45","","","9","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap1-5.dzn""","","1616","7","0","multi-knapsack/mknap1-5.dzn","0","","0","","","0","","4096","0:00.05","15716","94%","","24","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.039155","0"
"101","0","","0.01","0","","","","","","0","0.03","","0","0","","45","","","10","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap1-5.dzn""","","1613","7","0","multi-knapsack/mknap1-5.dzn","0","","0","","","0","","4096","0:00.05","15668","92%","","24","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.038975","0"
"104","0","","0.01","0","","","","","","0","0.08","","0","0","","91","","","1","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-1.dzn""","","2752","32","0","multi-knapsack/mknap2-1.dzn","0","","0","","","0","","4096","0:00.11","19288","95%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","11","24","","","0:00:00.093684","0"
"102","0","","0.00","0","","","","","","0","0.09","","0","0","","91","","","2","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-1.dzn""","","2755","32","0","multi-knapsack/mknap2-1.dzn","0","","0","","","0","","4096","0:00.10","19344","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","10","0","","","0:00:00.091240","0"
"101","0","","0.01","0","","","","","","0","0.08","","0","0","","91","","","3","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-1.dzn""","","2756","32","0","multi-knapsack/mknap2-1.dzn","0","","0","","","0","","4096","0:00.10","19384","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.091665","0"
"102","0","","0.01","0","","","","","","0","0.09","","0","0","","91","","","4","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-1.dzn""","","2753","32","0","multi-knapsack/mknap2-1.dzn","0","","0","","","0","","4096","0:00.10","19332","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","11","0","","","0:00:00.091592","0"
"102","0","","0.01","0","","","","","","0","0.09","","0","0","","91","","","5","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-1.dzn""","","2753","32","0","multi-knapsack/mknap2-1.dzn","0","","0","","","0","","4096","0:00.10","19248","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","8","0","","","0:00:00.091055","0"
"101","0","","0.01","0","","","","","","0","0.08","","0","0","","91","","","6","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-1.dzn""","","2753","32","0","multi-knapsack/mknap2-1.dzn","0","","0","","","0","","4096","0:00.10","19388","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.091589","0"
"102","0","","0.00","0","","","","","","0","0.09","","0","0","","91","","","7","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-1.dzn""","","2753","32","0","multi-knapsack/mknap2-1.dzn","0","","0","","","0","","4096","0:00.10","19324","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","10","0","","","0:00:00.091851","0"
"101","0","","0.01","0","","","","","","0","0.09","","0","0","","91","","","8","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-1.dzn""","","2753","32","0","multi-knapsack/mknap2-1.dzn","0","","0","","","0","","4096","0:00.10","19224","97%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","9","0","","","0:00:00.091621","0"
"101","0","","0.01","0","","","","","","0","0.08","","0","0","","91","","","9","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-1.dzn""","","2756","32","0","multi-knapsack/mknap2-1.dzn","0","","0","","","0","","4096","0:00.10","19428","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","10","0","","","0:00:00.091720","0"
"102","0","","0.00","0","","","","","","0","0.09","","0","0","","91","","","10","","","""minizinc --solver org.minizinc.mzn-fzn -c -s multi-knapsack/mknapsack_global.mzn multi-knapsack/mknap2-1.dzn""","","2756","32","0","multi-knapsack/mknap2-1.dzn","0","","0","","","0","","4096","0:00.10","19324","96%","","112","multi-knapsack","multi-knapsack/mknapsack_global.mzn","","","","maximize","0","","0","","","","11","0","","","0:00:00.092572","0"
