"Voluntary context switches","Socket messages received","nogoods","System time (seconds)","Average total size (kbytes)","flatFloatVars","eliminatedImplications","flatFloatConstraints","failures","status","Swaps","User time (seconds)","peakDepth","Average shared text size (kbytes)","Socket messages sent","flatBoolConstraints","flatIntVars","flatSetConstraints","propagators","iteration","flatBoolVars","intVariables","Command being timed","boolVariables","Minor (reclaiming a frame) page faults","flatIntConstraints","Signals delivered","data_file","paths","evaluatedHalfReifiedConstraints","Exit status","peakMem","flatSetVars","Major (requiring I/O) page faults","nodes","Page size (bytes)","Elapsed (wall clock) time (h:mm:ss or m:ss)","Maximum resident set size (kbytes)","Percent of CPU this job got","propagations","File system outputs","problem","model","restarts","variables","floatVariables","method","Average resident set size (kbytes)","evaluatedReifiedConstraints","Average stack size (kbytes)","setVariables","solveTime","eliminatedLinearConstraints","Involuntary context switches","File system inputs","initTime","backjumps","flatTime","Average unshared data size (kbytes)"
"651","0","","0.19","0","","","","","","0","1.72","","0","0","17953","3429","","","1","39144","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza39.dzn""","","25918","42399","0","freepizza/pizza39.dzn","0","","0","","","11","","4096","0:02.00","105292","95%","","19648","freepizza","freepizza/freepizza.mzn","","","","minimize","0","39144","0","","","","21","2840","","","0:00:01.549640","0"
"329","0","","0.17","0","","","","","","0","1.73","","0","0","17953","3429","","","2","39144","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza39.dzn""","","25923","42399","0","freepizza/pizza39.dzn","0","","0","","","0","","4096","0:01.93","105540","98%","","19648","freepizza","freepizza/freepizza.mzn","","","","minimize","0","39144","0","","","","20","0","","","0:00:01.468360","0"
"261","0","","0.12","0","","","","","","0","1.76","","0","0","17953","3429","","","3","39144","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza39.dzn""","","25926","42399","0","freepizza/pizza39.dzn","0","","0","","","0","","4096","0:01.90","105608","99%","","19648","freepizza","freepizza/freepizza.mzn","","","","minimize","0","39144","0","","","","20","0","","","0:00:01.440880","0"
"228","0","","0.17","0","","","","","","0","1.73","","0","0","17953","3429","","","4","39144","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza39.dzn""","","25920","42399","0","freepizza/pizza39.dzn","0","","0","","","0","","4096","0:01.92","105312","99%","","19648","freepizza","freepizza/freepizza.mzn","","","","minimize","0","39144","0","","","","21","0","","","0:00:01.463650","0"
"255","0","","0.16","0","","","","","","0","1.72","","0","0","17953","3429","","","5","39144","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza39.dzn""","","25924","42399","0","freepizza/pizza39.dzn","0","","0","","","0","","4096","0:01.90","105464","99%","","19648","freepizza","freepizza/freepizza.mzn","","","","minimize","0","39144","0","","","","20","0","","","0:00:01.443100","0"
"245","0","","0.13","0","","","","","","0","1.75","","0","0","17953","3429","","","6","39144","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza39.dzn""","","25925","42399","0","freepizza/pizza39.dzn","0","","0","","","0","","4096","0:01.90","105548","99%","","19648","freepizza","freepizza/freepizza.mzn","","","","minimize","0","39144","0","","","","23","0","","","0:00:01.445980","0"
"270","0","","0.15","0","","","","","","0","1.74","","0","0","17953","3429","","","7","39144","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza39.dzn""","","25920","42399","0","freepizza/pizza39.dzn","0","","0","","","0","","4096","0:01.92","105504","99%","","19648","freepizza","freepizza/freepizza.mzn","","","","minimize","0","39144","0","","","","23","0","","","0:00:01.455590","0"
"258","0","","0.15","0","","","","","","0","1.74","","0","0","17953","3429","","","8","39144","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza39.dzn""","","25922","42399","0","freepizza/pizza39.dzn","0","","0","","","0","","4096","0:01.92","105508","98%","","19648","freepizza","freepizza/freepizza.mzn","","","","minimize","0","39144","0","","","","18","0","","","0:00:01.458440","0"
"263","0","","0.13","0","","","","","","0","1.75","","0","0","17953","3429","","","9","39144","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza39.dzn""","","25921","42399","0","freepizza/pizza39.dzn","0","","0","","","0","","4096","0:01.91","105364","98%","","19648","freepizza","freepizza/freepizza.mzn","","","","minimize","0","39144","0","","","","23","0","","","0:00:01.447040","0"
"218","0","","0.15","0","","","","","","0","1.72","","0","0","17953","3429","","","10","39144","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza39.dzn""","","25924","42399","0","freepizza/pizza39.dzn","0","","0","","","0","","4096","0:01.90","105504","98%","","19648","freepizza","freepizza/freepizza.mzn","","","","minimize","0","39144","0","","","","19","0","","","0:00:01.441240","0"
"267","0","","0.17","0","","","","","","0","1.90","","0","0","19896","3208","","","1","42799","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza78.dzn""","","27779","45821","0","freepizza/pizza78.dzn","0","","0","","","0","","4096","0:02.09","110532","99%","","21368","freepizza","freepizza/freepizza.mzn","","","","minimize","0","42799","0","","","","21","8","","","0:00:01.590750","0"
"268","0","","0.18","0","","","","","","0","1.89","","0","0","19896","3208","","","2","42799","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza78.dzn""","","27782","45821","0","freepizza/pizza78.dzn","0","","0","","","0","","4096","0:02.09","110536","99%","","21368","freepizza","freepizza/freepizza.mzn","","","","minimize","0","42799","0","","","","20","0","","","0:00:01.586870","0"
"263","0","","0.16","0","","","","","","0","1.92","","0","0","19896","3208","","","3","42799","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza78.dzn""","","27778","45821","0","freepizza/pizza78.dzn","0","","0","","","0","","4096","0:02.10","110348","99%","","21368","freepizza","freepizza/freepizza.mzn","","","","minimize","0","42799","0","","","","21","0","","","0:00:01.604120","0"
"179","0","","0.14","0","","","","","","0","1.92","","0","0","19896","3208","","","4","42799","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza78.dzn""","","27774","45821","0","freepizza/pizza78.dzn","0","","0","","","0","","4096","0:02.09","110228","98%","","21368","freepizza","freepizza/freepizza.mzn","","","","minimize","0","42799","0","","","","23","0","","","0:00:01.581410","0"
"213","0","","0.17","0","","","","","","0","1.89","","0","0","19896","3208","","","5","42799","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza78.dzn""","","27784","45821","0","freepizza/pizza78.dzn","0","","0","","","0","","4096","0:02.08","110560","99%","","21368","freepizza","freepizza/freepizza.mzn","","","","minimize","0","42799","0","","","","21","0","","","0:00:01.579720","0"
"276","0","","0.19","0","","","","","","0","1.87","","0","0","19896","3208","","","6","42799","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza78.dzn""","","27780","45821","0","freepizza/pizza78.dzn","0","","0","","","0","","4096","0:02.09","110456","98%","","21368","freepizza","freepizza/freepizza.mzn","","","","minimize","0","42799","0","","","","24","0","","","0:00:01.579440","0"
"279","0","","0.15","0","","","","","","0","1.91","","0","0","19896","3208","","","7","42799","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza78.dzn""","","27778","45821","0","freepizza/pizza78.dzn","0","","0","","","0","","4096","0:02.09","110344","98%","","21368","freepizza","freepizza/freepizza.mzn","","","","minimize","0","42799","0","","","","21","0","","","0:00:01.577690","0"
"227","0","","0.15","0","","","","","","0","1.92","","0","0","19896","3208","","","8","42799","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza78.dzn""","","27778","45821","0","freepizza/pizza78.dzn","0","","0","","","0","","4096","0:02.10","110296","98%","","21368","freepizza","freepizza/freepizza.mzn","","","","minimize","0","42799","0","","","","21","0","","","0:00:01.596880","0"
"164","0","","0.18","0","","","","","","0","1.88","","0","0","19896","3208","","","9","42799","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza78.dzn""","","27775","45821","0","freepizza/pizza78.dzn","0","","0","","","0","","4096","0:02.08","110232","99%","","21368","freepizza","freepizza/freepizza.mzn","","","","minimize","0","42799","0","","","","19","0","","","0:00:01.577650","0"
"227","0","","0.19","0","","","","","","0","1.84","","0","0","19896","3208","","","10","42799","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza78.dzn""","","27775","45821","0","freepizza/pizza78.dzn","0","","0","","","0","","4096","0:02.06","110324","99%","","21368","freepizza","freepizza/freepizza.mzn","","","","minimize","0","42799","0","","","","22","0","","","0:00:01.564980","0"
"220","0","","0.16","0","","","","","","0","1.47","","0","0","16109","1805","","","1","33842","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza27.dzn""","","22677","35475","0","freepizza/pizza27.dzn","0","","0","","","0","","4096","0:01.66","92480","98%","","16704","freepizza","freepizza/freepizza.mzn","","","","minimize","0","33842","0","","","","20","8","","","0:00:01.260620","0"
"245","0","","0.13","0","","","","","","0","1.51","","0","0","16109","1805","","","2","33842","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza27.dzn""","","22675","35475","0","freepizza/pizza27.dzn","0","","0","","","0","","4096","0:01.66","92388","99%","","16704","freepizza","freepizza/freepizza.mzn","","","","minimize","0","33842","0","","","","18","0","","","0:00:01.271800","0"
"231","0","","0.12","0","","","","","","0","1.51","","0","0","16109","1805","","","3","33842","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza27.dzn""","","22679","35475","0","freepizza/pizza27.dzn","0","","0","","","0","","4096","0:01.65","92428","98%","","16704","freepizza","freepizza/freepizza.mzn","","","","minimize","0","33842","0","","","","19","0","","","0:00:01.264410","0"
"244","0","","0.16","0","","","","","","0","1.48","","0","0","16109","1805","","","4","33842","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza27.dzn""","","22678","35475","0","freepizza/pizza27.dzn","0","","0","","","0","","4096","0:01.66","92256","98%","","16704","freepizza","freepizza/freepizza.mzn","","","","minimize","0","33842","0","","","","18","0","","","0:00:01.264010","0"
"200","0","","0.13","0","","","","","","0","1.51","","0","0","16109","1805","","","5","33842","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza27.dzn""","","22679","35475","0","freepizza/pizza27.dzn","0","","0","","","0","","4096","0:01.67","92452","98%","","16704","freepizza","freepizza/freepizza.mzn","","","","minimize","0","33842","0","","","","20","0","","","0:00:01.268440","0"
"239","0","","0.15","0","","","","","","0","1.49","","0","0","16109","1805","","","6","33842","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza27.dzn""","","22678","35475","0","freepizza/pizza27.dzn","0","","0","","","0","","4096","0:01.66","92504","98%","","16704","freepizza","freepizza/freepizza.mzn","","","","minimize","0","33842","0","","","","19","0","","","0:00:01.264740","0"
"236","0","","0.11","0","","","","","","0","1.53","","0","0","16109","1805","","","7","33842","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza27.dzn""","","22681","35475","0","freepizza/pizza27.dzn","0","","0","","","0","","4096","0:01.67","92408","98%","","16704","freepizza","freepizza/freepizza.mzn","","","","minimize","0","33842","0","","","","21","0","","","0:00:01.270510","0"
"232","0","","0.13","0","","","","","","0","1.51","","0","0","16109","1805","","","8","33842","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza27.dzn""","","22677","35475","0","freepizza/pizza27.dzn","0","","0","","","0","","4096","0:01.66","92436","98%","","16704","freepizza","freepizza/freepizza.mzn","","","","minimize","0","33842","0","","","","20","0","","","0:00:01.263040","0"
"160","0","","0.14","0","","","","","","0","1.51","","0","0","16109","1805","","","9","33842","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza27.dzn""","","22681","35475","0","freepizza/pizza27.dzn","0","","0","","","0","","4096","0:01.67","92508","99%","","16704","freepizza","freepizza/freepizza.mzn","","","","minimize","0","33842","0","","","","19","0","","","0:00:01.274180","0"
"224","0","","0.14","0","","","","","","0","1.49","","0","0","16109","1805","","","10","33842","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza27.dzn""","","22675","35475","0","freepizza/pizza27.dzn","0","","0","","","0","","4096","0:01.65","92400","98%","","16704","freepizza","freepizza/freepizza.mzn","","","","minimize","0","33842","0","","","","19","0","","","0:00:01.259660","0"
"101","0","","0.00","0","","","","","","0","0.04","","0","0","45","216","","","1","289","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza6.dzn""","","1722","513","0","freepizza/pizza6.dzn","0","","0","","","0","","4096","0:00.07","16008","70%","","192","freepizza","freepizza/freepizza.mzn","","","","minimize","0","289","0","","","","10","8","","","0:00:00.058841","0"
"99","0","","0.01","0","","","","","","0","0.03","","0","0","45","216","","","2","289","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza6.dzn""","","1723","513","0","freepizza/pizza6.dzn","0","","0","","","0","","4096","0:00.05","16028","92%","","192","freepizza","freepizza/freepizza.mzn","","","","minimize","0","289","0","","","","12","0","","","0:00:00.040639","0"
"99","0","","0.01","0","","","","","","0","0.04","","0","0","45","216","","","3","289","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza6.dzn""","","1726","513","0","freepizza/pizza6.dzn","0","","0","","","0","","4096","0:00.05","16124","94%","","192","freepizza","freepizza/freepizza.mzn","","","","minimize","0","289","0","","","","12","0","","","0:00:00.040011","0"
"99","0","","0.00","0","","","","","","0","0.04","","0","0","45","216","","","4","289","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza6.dzn""","","1722","513","0","freepizza/pizza6.dzn","0","","0","","","0","","4096","0:00.05","16092","92%","","192","freepizza","freepizza/freepizza.mzn","","","","minimize","0","289","0","","","","13","0","","","0:00:00.040541","0"
"99","0","","0.01","0","","","","","","0","0.03","","0","0","45","216","","","5","289","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza6.dzn""","","1729","513","0","freepizza/pizza6.dzn","0","","0","","","0","","4096","0:00.05","16324","94%","","192","freepizza","freepizza/freepizza.mzn","","","","minimize","0","289","0","","","","11","0","","","0:00:00.040489","0"
"99","0","","0.01","0","","","","","","0","0.04","","0","0","45","216","","","6","289","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza6.dzn""","","1724","513","0","freepizza/pizza6.dzn","0","","0","","","0","","4096","0:00.05","16108","94%","","192","freepizza","freepizza/freepizza.mzn","","","","minimize","0","289","0","","","","12","0","","","0:00:00.040709","0"
"99","0","","0.01","0","","","","","","0","0.03","","0","0","45","216","","","7","289","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza6.dzn""","","1722","513","0","freepizza/pizza6.dzn","0","","0","","","0","","4096","0:00.05","16008","92%","","192","freepizza","freepizza/freepizza.mzn","","","","minimize","0","289","0","","","","11","0","","","0:00:00.040421","0"
"100","0","","0.00","0","","","","","","0","0.04","","0","0","45","216","","","8","289","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza6.dzn""","","1723","513","0","freepizza/pizza6.dzn","0","","0","","","0","","4096","0:00.05","16084","92%","","192","freepizza","freepizza/freepizza.mzn","","","","minimize","0","289","0","","","","12","0","","","0:00:00.040349","0"
"99","0","","0.01","0","","","","","","0","0.03","","0","0","45","216","","","9","289","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza6.dzn""","","1725","513","0","freepizza/pizza6.dzn","0","","0","","","0","","4096","0:00.05","16072","92%","","192","freepizza","freepizza/freepizza.mzn","","","","minimize","0","289","0","","","","13","0","","","0:00:00.040377","0"
"99","0","","0.01","0","","","","","","0","0.03","","0","0","45","216","","","10","289","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza6.dzn""","","1722","513","0","freepizza/pizza6.dzn","0","","0","","","0","","4096","0:00.05","16000","94%","","192","freepizza","freepizza/freepizza.mzn","","","","minimize","0","289","0","","","","13","0","","","0:00:00.040292","0"
"178","0","","0.12","0","","","","","","0","0.86","","0","0","9729","1406","","","1","20722","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza45.dzn""","","15167","21996","0","freepizza/pizza45.dzn","0","","0","","","0","","4096","0:01.01","63648","97%","","10256","freepizza","freepizza/freepizza.mzn","","","","minimize","0","20722","0","","","","13","8","","","0:00:00.785070","0"
"177","0","","0.06","0","","","","","","0","0.93","","0","0","9729","1406","","","2","20722","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza45.dzn""","","15163","21996","0","freepizza/pizza45.dzn","0","","0","","","0","","4096","0:01.00","63380","98%","","10256","freepizza","freepizza/freepizza.mzn","","","","minimize","0","20722","0","","","","15","0","","","0:00:00.763484","0"
"197","0","","0.10","0","","","","","","0","0.88","","0","0","9729","1406","","","3","20722","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza45.dzn""","","15169","21996","0","freepizza/pizza45.dzn","0","","0","","","0","","4096","0:01.00","63628","98%","","10256","freepizza","freepizza/freepizza.mzn","","","","minimize","0","20722","0","","","","17","0","","","0:00:00.769528","0"
"185","0","","0.11","0","","","","","","0","0.86","","0","0","9729","1406","","","4","20722","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza45.dzn""","","15167","21996","0","freepizza/pizza45.dzn","0","","0","","","0","","4096","0:01.00","63532","98%","","10256","freepizza","freepizza/freepizza.mzn","","","","minimize","0","20722","0","","","","19","0","","","0:00:00.759249","0"
"112","0","","0.08","0","","","","","","0","0.90","","0","0","9729","1406","","","5","20722","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza45.dzn""","","15167","21996","0","freepizza/pizza45.dzn","0","","0","","","0","","4096","0:01.00","63636","98%","","10256","freepizza","freepizza/freepizza.mzn","","","","minimize","0","20722","0","","","","18","0","","","0:00:00.764166","0"
"163","0","","0.09","0","","","","","","0","0.89","","0","0","9729","1406","","","6","20722","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza45.dzn""","","15170","21996","0","freepizza/pizza45.dzn","0","","0","","","0","","4096","0:01.00","63616","98%","","10256","freepizza","freepizza/freepizza.mzn","","","","minimize","0","20722","0","","","","16","0","","","0:00:00.769320","0"
"164","0","","0.06","0","","","","","","0","0.93","","0","0","9729","1406","","","7","20722","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza45.dzn""","","15166","21996","0","freepizza/pizza45.dzn","0","","0","","","0","","4096","0:01.00","63628","99%","","10256","freepizza","freepizza/freepizza.mzn","","","","minimize","0","20722","0","","","","17","0","","","0:00:00.763326","0"
"189","0","","0.08","0","","","","","","0","0.91","","0","0","9729","1406","","","8","20722","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza45.dzn""","","15166","21996","0","freepizza/pizza45.dzn","0","","0","","","0","","4096","0:01.00","63700","98%","","10256","freepizza","freepizza/freepizza.mzn","","","","minimize","0","20722","0","","","","15","0","","","0:00:00.767999","0"
"186","0","","0.10","0","","","","","","0","0.89","","0","0","9729","1406","","","9","20722","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza45.dzn""","","15170","21996","0","freepizza/pizza45.dzn","0","","0","","","0","","4096","0:01.01","63700","98%","","10256","freepizza","freepizza/freepizza.mzn","","","","minimize","0","20722","0","","","","15","0","","","0:00:00.766712","0"
"134","0","","0.08","0","","","","","","0","0.90","","0","0","9729","1406","","","10","20722","","""minizinc --solver org.minizinc.mzn-fzn -c -s freepizza/freepizza.mzn freepizza/pizza45.dzn""","","15170","21996","0","freepizza/pizza45.dzn","0","","0","","","0","","4096","0:01.01","63604","98%","","10256","freepizza","freepizza/freepizza.mzn","","","","minimize","0","20722","0","","","","17","0","","","0:00:00.767281","0"
"198","0","","0.00","0","","","","","","0","0.07","","0","0","60","625","","","1","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d14.dzn""","","2194","923","0","stack-cuttingstock/d14.dzn","0","","0","","","0","","4096","0:00.09","17840","78%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","10","136","","","0:00:00.077336","0"
"134","0","","0.01","0","","","","","","0","0.06","","0","0","60","625","","","2","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d14.dzn""","","2196","923","0","stack-cuttingstock/d14.dzn","0","","0","","","0","","4096","0:00.08","17864","90%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.061213","0"
"117","0","","0.01","0","","","","","","0","0.06","","0","0","60","625","","","3","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d14.dzn""","","2263","923","0","stack-cuttingstock/d14.dzn","0","","0","","","0","","4096","0:00.07","17840","96%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.057610","0"
"119","0","","0.02","0","","","","","","0","0.04","","0","0","60","625","","","4","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d14.dzn""","","2199","923","0","stack-cuttingstock/d14.dzn","0","","0","","","0","","4096","0:00.07","17972","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","0","","","0:00:00.057774","0"
"118","0","","0.00","0","","","","","","0","0.06","","0","0","60","625","","","5","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d14.dzn""","","2196","923","0","stack-cuttingstock/d14.dzn","0","","0","","","0","","4096","0:00.07","17972","93%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","0","","","0:00:00.057621","0"
"119","0","","0.01","0","","","","","","0","0.05","","0","0","60","625","","","6","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d14.dzn""","","2196","923","0","stack-cuttingstock/d14.dzn","0","","0","","","0","","4096","0:00.07","17876","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.057335","0"
"117","0","","0.02","0","","","","","","0","0.04","","0","0","60","625","","","7","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d14.dzn""","","2196","923","0","stack-cuttingstock/d14.dzn","0","","0","","","0","","4096","0:00.07","17944","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.056699","0"
"118","0","","0.00","0","","","","","","0","0.06","","0","0","60","625","","","8","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d14.dzn""","","2193","923","0","stack-cuttingstock/d14.dzn","0","","0","","","0","","4096","0:00.07","17812","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.057173","0"
"114","0","","0.00","0","","","","","","0","0.06","","0","0","60","625","","","9","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d14.dzn""","","2195","923","0","stack-cuttingstock/d14.dzn","0","","0","","","0","","4096","0:00.07","17808","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.056834","0"
"118","0","","0.01","0","","","","","","0","0.05","","0","0","60","625","","","10","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d14.dzn""","","2193","923","0","stack-cuttingstock/d14.dzn","0","","0","","","0","","4096","0:00.07","17872","96%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","0","","","0:00:00.057364","0"
"115","0","","0.01","0","","","","","","0","0.04","","0","0","15","174","","","1","85","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d3.dzn""","","1706","263","0","stack-cuttingstock/d3.dzn","0","","0","","","0","","4096","0:00.05","16076","92%","","104","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","70","0","","","","11","8","","","0:00:00.042407","0"
"114","0","","0.01","0","","","","","","0","0.04","","0","0","15","174","","","2","85","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d3.dzn""","","1705","263","0","stack-cuttingstock/d3.dzn","0","","0","","","0","","4096","0:00.05","16096","92%","","104","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","70","0","","","","12","0","","","0:00:00.042295","0"
"113","0","","0.01","0","","","","","","0","0.03","","0","0","15","174","","","3","85","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d3.dzn""","","1703","263","0","stack-cuttingstock/d3.dzn","0","","0","","","0","","4096","0:00.05","16060","94%","","104","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","70","0","","","","13","0","","","0:00:00.041871","0"
"113","0","","0.01","0","","","","","","0","0.04","","0","0","15","174","","","4","85","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d3.dzn""","","1706","263","0","stack-cuttingstock/d3.dzn","0","","0","","","0","","4096","0:00.05","16160","92%","","104","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","70","0","","","","12","0","","","0:00:00.042032","0"
"114","0","","0.01","0","","","","","","0","0.04","","0","0","15","174","","","5","85","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d3.dzn""","","1707","263","0","stack-cuttingstock/d3.dzn","0","","0","","","0","","4096","0:00.05","16140","94%","","104","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","70","0","","","","14","0","","","0:00:00.042300","0"
